ID Khách hàng,Họ và tên,Tuổi,Số điện thoại,Quận,Phường,Địa chỉ chi tiết,Email,Ngày sinh,Lịch sử mua hàng,Tần suất mua hàng,Tổng doanh thu,Tổng lợi nhuận,Đánh giá,Số lượt đánh giá,Tham gia KM
1470,Bùi Hà Văn,54,0901198711,Huyện Nhà Bè,Xã Phước Kiển,20 Đào Xuân Tích,bui_ha_van_21021970@gmail.com,1970-02-21,"Clindamycin, Enalapril",5,972499.68,750363,4.2,1,1
1471,Trần Mai Mai,25,0977128816,Huyện Nhà Bè,Xã Phước Lộc,27 Lê Văn Lương,tran_mai_mai_19021999@gmail.com,1999-02-19,"Loratadine, Fluoxetine",6,2910971.88,2172272,4.8,4,4
1472,Hồ Khánh Ngọc,23,0992062628,Huyện Nhà Bè,Xã Phước Lộc,60 Nguyễn Văn Thọ,ho_khanh_ngoc_01042001@gmail.com,2001-04-01,"Duloxetine, Montelukast",12,622015.09,441290,4.0,1,0
1473,Bùi Minh Mai,63,0996180700,Quận 7,Phú Mỹ,50 Nguyễn Văn Tiết,bui_minh_mai_21121961@gmail.com,1961-12-21,"Quetiapine, Bacitracin, Metformin, Tretinoin",4,2805684.07,1944800,5.0,1,1
1474,Đỗ Khánh Như,41,0908854270,Huyện Nhà Bè,Xã Hiệp Phước,98 Phạm Hữu Lầu,do_khanh_nhu_29121983@gmail.com,1983-12-29,"Galantamine, Ibuprofen",11,1833270.22,1378551,4.9,2,2
1475,Nguyễn Quang Đức,20,0937630404,Huyện Nhà Bè,Xã Long Thới,16 Khu Trung Tâm Huyện,nguyen_quang_duc_03092004@gmail.com,2004-09-03,Doxycycline,9,1377425.07,968162,4.2,1,1
1476,Đỗ Minh Như,59,0904791344,Quận 7,Tân Hưng,47 Rạch Dơ,do_minh_nhu_23031965@gmail.com,1965-03-23,"Rifampin, Finasteride",11,1838689.79,1137606,3.5,2,2
1477,Hoàng Mai Ngọc,29,0916909596,Huyện Nhà Bè,Xã Phước Lộc,72 Nguyễn Bình,hoang_mai_ngoc_27101995@gmail.com,1995-10-27,Fexofenadine,7,3897324.31,2504522,4.0,5,5
1478,Hồ Bích Lan,70,0906102731,Huyện Nhà Bè,Xã Phú Xuân,31 Khu Trung Tâm Huyện,ho_bich_lan_30081954@gmail.com,1954-08-30,"Olanzapine, Sildenafil, Propranolol",9,183225.4,121263,3.2,1,0
1479,Lê An Hải,44,0966667567,Quận 7,Tân Thuận Tây,85 Bắc Nam,le_an_hai_13031980@gmail.com,1980-03-13,Olanzapine,4,3613826.93,2367737,4.7,4,4
1480,Phạm Bảo Quang,69,0959846169,Quận 7,Phú Thuận,45 Hoàng Văn Thái,pham_bao_quang_15021955@gmail.com,1955-02-15,Acetaminophen,5,1363253.44,840206,4.5,1,0
1481,Phạm Bảo Quang,34,0902179996,Huyện Nhà Bè,Xã Long Thới,85 Phú Xuân,pham_bao_quang_01011991@gmail.com,1991-01-01,"Simvastatin, Carvedilol",5,3744396.05,2500296,4.7,5,5
1482,Trần Hải Quang,63,0906436709,Huyện Nhà Bè,Xã Long Thới,81 Liên Ấp 3-4,tran_hai_quang_28011961@gmail.com,1961-01-28,"Pregabalin, Nitroglycerin, Fluconazole",7,1486962.37,1043704,4.3,1,1
1483,Hồ Đức Lan,19,0973934300,Huyện Nhà Bè,Xã Nhơn Đức,60 Nguyễn Bình,ho_duc_lan_10032005@gmail.com,2005-03-10,"Omeprazole, Hydrocodone, Hydroxychloroquine, Ibuprofen",3,1101874.57,800964,4.2,1,1
1484,Bùi Vĩ An,64,0988348808,Huyện Nhà Bè,Xã Nhơn Đức,16 Long Thới - Nhơn Đức,bui_vi_an_15041960@gmail.com,1960-04-15,"Miconazole, Paracetamol, Fluconazole, Simvastatin",4,1651055.86,1155471,4.8,1,1
1485,Hồ Thành Văn,48,0957260891,Huyện Nhà Bè,Xã Phước Lộc,28 Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu,ho_thanh_van_08051976@gmail.com,1976-05-08,"Tretinoin, Donepezil",5,461724.76,295516,3.8,1,0
1486,Vũ Bảo An,25,0914204359,Quận 7,Tân Phú,92 Phan Khiêm Ích,vu_bao_an_10081999@gmail.com,1999-08-10,"Miconazole, Aspirin, Celecoxib, Clindamycin",4,2264196.12,1450660,3.0,2,2
1487,Hồ Vĩ Lan,21,0979142997,Quận 7,Tân Thuận Đông,19 Đào Trí,ho_vi_lan_04042003@gmail.com,2003-04-04,"Thuốc đau dạ dày, Clarithromycin, Miconazole, Amphetamine",12,4807492.77,2895443,4.3,5,5
1488,Lê Quang Thị,43,0967843306,Huyện Nhà Bè,Xã Phú Xuân,40 Đào Tông Nguyên,le_quang_thi_28111981@gmail.com,1981-11-28,Venlafaxine,2,3291457.56,2223400,4.0,4,4
1489,Bùi Tú Đức,54,0966138259,Quận 7,Tân Hưng,63 Ô Đốc Tuyết,bui_tu_duc_26071970@gmail.com,1970-07-26,"Duloxetine, Ketorolac",2,1594766.89,1003235,4.3,2,2
1490,Lê Thành Ngọc,48,0972992172,Quận 7,Bình Thuận,26 Đào Trí Nối dài,le_thanh_ngoc_01111976@gmail.com,1976-11-01,"Amoxicillin, Loratadine",4,1611536.25,1008970,4.9,2,2
1491,Ngô Văn Như,37,0976292390,Quận 7,Tân Thuận Tây,70 Ô Đốc Tuyết,ngo_van_nhu_18121987@gmail.com,1987-12-18,"Rifampin, Omeprazole",4,3536254.99,2668767,4.4,5,5
1492,Nguyễn Văn Thị,26,0964014974,Quận 7,Tân Hưng,25 Phan Văn Chương,nguyen_van_thi_16071998@gmail.com,1998-07-16,Thuốc đau dạ dày,3,519693.65,369069,3.4,1,0
1493,Hồ Tâm Mai,62,0967829767,Huyện Nhà Bè,Xã Hiệp Phước,32 Long Thới,ho_tam_mai_14111962@gmail.com,1962-11-14,Metronidazole,9,168388.05,106043,4.9,1,0
1494,Trần Bích Đức,79,0948272242,Quận 7,Tân Phú,5 Cao Triều Phát,tran_bich_duc_02021945@gmail.com,1945-02-02,"Levothyroxine, Atenolol",7,2463259.04,1862927,4.8,1,1
1495,Vũ Thành Thị,80,0972048482,Huyện Nhà Bè,Xã Phước Kiển,83 Nguyễn Hữu Thọ,vu_thanh_thi_02111944@gmail.com,1944-11-02,"Memantine, Rifampin, Clopidogrel, Simvastatin",11,493971.27,331450,4.4,1,0
1496,Trần Mai Mai,77,0987671795,Huyện Nhà Bè,Xã Long Thới,11 Nguyễn Hữu Thọ,tran_mai_mai_31081947@gmail.com,1947-08-31,"Vitamin C, Ciprofloxacin",5,1388145.74,890549,3.9,1,0
1497,Trần Hải Quang,29,0963854613,Quận 7,Tân Kiểng,89 Bùi Bằng Đoàn,tran_hai_quang_15031995@gmail.com,1995-03-15,"Montelukast, Miconazole, Paracetamol",11,4134211.24,2782460,4.8,5,5
1498,Vũ Tú Như,48,0947823915,Huyện Nhà Bè,Xã Nhơn Đức,71 Đào Sư Tích,vu_tu_nhu_11021976@gmail.com,1976-02-11,Azithromycin,6,2417545.24,1768811,4.2,3,3
1499,Bùi Như Mai,47,0926570605,Huyện Nhà Bè,Xã Hiệp Phước,86 Bờ Tây,bui_nhu_mai_08091977@gmail.com,1977-09-08,"Fentanyl, Hydrochlorothiazide",3,3989538.62,2837185,4.6,5,5
1500,Hồ Tú Lan,48,0936943349,Quận 7,Tân Thuận Đông,1 Cầu Tân Thuận 22,ho_tu_lan_04101976@gmail.com,1976-10-04,Sertraline,4,2923225.67,2314086,4.3,4,4
1501,Vũ Văn Hải,69,0925601161,Huyện Nhà Bè,Xã Phước Kiển,43 Đào Xuân Tích,vu_van_hai_23061955@gmail.com,1955-06-23,"Nystatin, Aspirin, Atorvastatin, Esomeprazole",11,4037184.66,2860627,4.4,2,2
1502,Hồ Tâm Quang,33,0974415251,Quận 7,Tân Kiểng,33 Nguyễn Văn Tiết,ho_tam_quang_28071991@gmail.com,1991-07-28,Aripiprazole,9,2905260.14,2146390,4.7,4,4
1503,Đỗ Hà Quang,45,0913487041,Quận 7,Tân Thuận Tây,73 Phan Khiêm Ích,do_ha_quang_11101979@gmail.com,1979-10-11,"Duloxetine, Rifampin",5,3476756.02,2652352,3.7,5,5
1504,Hồ Văn Hải,47,0918595700,Quận 7,Tân Hưng,31 Đường D4,ho_van_hai_01111977@gmail.com,1977-11-01,"Sertraline, Tamsulosin",9,943807.64,608208,3.5,1,1
1505,Hồ Phúc Lan,68,0912308057,Quận 7,Bình Thuận,34 Khu Mỹ Kim,ho_phuc_lan_15101956@gmail.com,1956-10-15,"Duloxetine, Paracetamol",5,3092396.24,2343316,4.0,2,2
1506,Bùi Bảo Hải,43,0962935906,Huyện Nhà Bè,Xã Hiệp Phước,1 Chánh Hưng,bui_bao_hai_13081981@gmail.com,1981-08-13,"Paracetamol, Citalopram",5,2828945.78,1950563,3.1,3,3
1507,Trần Linh Như,76,0939189343,Huyện Nhà Bè,Xã Hiệp Phước,86 Bà Cả,tran_linh_nhu_07051948@gmail.com,1948-05-07,"Dexamethasone, Aripiprazole, Ketorolac, Diclofenac",3,4338021.98,2942972,3.8,2,2
1508,Đỗ Tú Như,70,0926468334,Quận 7,Tân Phú,66 Phan Huy Thực,do_tu_nhu_14011954@gmail.com,1954-01-14,"Atorvastatin, Hydrocodone",6,1763310.75,1358970,3.8,1,1
1509,Đỗ Phúc Quang,39,0988973771,Quận 7,Tân Phong,28 Chuyên Dùng,do_phuc_quang_20011985@gmail.com,1985-01-20,"Paracetamol, Metronidazole",3,3848091.88,2385058,5.0,4,4
1510,Trần Mai Ngọc,21,0935752429,Huyện Nhà Bè,Xã Long Thới,18 Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu,tran_mai_ngoc_24012003@gmail.com,2003-01-24,"Metoprolol, Loratadine, Hydrocodone, Dexamethasone",3,447506.35,347926,3.1,1,0
1511,Nguyễn Linh Thị,47,0958866535,Huyện Nhà Bè,Xã Hiệp Phước,6 Liên Ấp 3-4,nguyen_linh_thi_03121977@gmail.com,1977-12-03,"Valacyclovir, Thuốc đau dạ dày",1,2202928.58,1639031,4.0,3,3
1512,Hoàng Minh Như,50,0924847061,Huyện Nhà Bè,Xã Phước Lộc,64 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,hoang_minh_nhu_29071974@gmail.com,1974-07-29,Acetaminophen,4,760824.68,492275,4.2,1,0
1513,Phạm Bảo Quang,56,0955452756,Huyện Nhà Bè,Xã Nhơn Đức,31 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,pham_bao_quang_13031968@gmail.com,1968-03-13,Atorvastatin,3,72169.89,56563,4.2,1,0
1514,Lê Thành Đức,35,0907674820,Quận 7,Tân Phú,25 Phạm Thái Bường,le_thanh_duc_02121989@gmail.com,1989-12-02,Metronidazole,1,1926520.71,1289238,3.3,2,2
1515,Bùi Văn Mai,47,0979077170,Huyện Nhà Bè,Xã Phước Lộc,67 Liên Ấp 2-3,bui_van_mai_24041977@gmail.com,1977-04-24,"Fluoxetine, Ciprofloxacin, Bacitracin, Silver sulfadiazine",11,957306.43,763851,4.9,1,1
1516,Ngô Khánh Quang,52,0979826103,Quận 7,Tân Thuận Đông,55 Phạm Thiều,ngo_khanh_quang_29091972@gmail.com,1972-09-29,"Hydroxychloroquine, Duloxetine, Quetiapine, Benzoyl peroxide",6,3655471.95,2643985,4.8,5,5
1517,Phạm Linh Lan,40,0921871052,Huyện Nhà Bè,Xã Phú Xuân,49 Đào Xuân Tích,pham_linh_lan_16121984@gmail.com,1984-12-16,Nitroglycerin,10,3226564.82,2162084,3.5,4,4
1518,Đỗ Ngọc Thị,67,0931358387,Quận 7,Tân Hưng,60 Đào Trí Nối dài,do_ngoc_thi_09011958@gmail.com,1958-01-09,"Telmisartan, Diclofenac, Vitamin D, Vitamin D",2,2286154.86,1519527,4.3,1,1
1519,Hồ Minh An,62,0921496042,Quận 7,Tân Phong,94 Đào Trí,ho_minh_an_16061962@gmail.com,1962-06-16,"Fluoxetine, Cảm cúm",6,1796423.27,1347744,3.7,1,1
1520,Bùi Đức Như,74,0911156256,Huyện Nhà Bè,Xã Nhơn Đức,11 Đào Tông Nguyên,bui_duc_nhu_16031950@gmail.com,1950-03-16,"Duloxetine, Azithromycin",4,2817055.4,1972115,4.8,1,1
1521,Bùi Ngọc Ngọc,52,0997770791,Quận 7,Tân Quy,59 Ô Đốc Tuyết,bui_ngoc_ngoc_17051972@gmail.com,1972-05-17,"Pregabalin, Valacyclovir, Tramadol, Acyclovir",11,3109862.26,2193454,4.3,4,4
1522,Lê Minh Như,30,0976462595,Quận 7,Tân Thuận Đông,67 Đường C,le_minh_nhu_21051994@gmail.com,1994-05-21,"Methylphenidate, Aspirin",4,798178.53,581567,3.6,1,1
1523,Lê Minh Đức,42,0929224101,Huyện Nhà Bè,Xã Hiệp Phước,66 Bờ Tây,le_minh_duc_02051982@gmail.com,1982-05-02,"Prednisone, Hydroxychloroquine, Amlodipine",7,1402859.58,1120456,4.1,2,2
1524,Phạm Như Đức,28,0936281975,Huyện Nhà Bè,Xã Phú Xuân,42 Khu Trung Tâm Huyện,pham_nhu_duc_18041996@gmail.com,1996-04-18,"Aspirin, Prednisone, Thuốc đau dạ dày",5,2188414.17,1516044,4.3,3,3
1525,Bùi Khánh An,51,0976612821,Huyện Nhà Bè,Xã Long Thới,92 Chánh Hưng,bui_khanh_an_19121973@gmail.com,1973-12-19,"Enalapril, Amphetamine, Levothyroxine",7,3030650.63,1997560,4.1,3,3
1526,Lê Bích Như,67,0952393118,Huyện Nhà Bè,Xã Nhơn Đức,5 Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu,le_bich_nhu_29121957@gmail.com,1957-12-29,Ramipril,1,3662457.91,2504498,3.3,2,2
1527,Trần An An,58,0906697895,Quận 7,Phú Mỹ,9 Ô Đốc Tuyết,tran_an_an_09021966@gmail.com,1966-02-09,"Hydroxychloroquine, Duloxetine",7,997247.69,680533,4.3,1,1
1528,Hồ Quang Thị,59,0911897627,Quận 7,Bình Thuận,86 Bùi Bằng Đoàn,ho_quang_thi_16031965@gmail.com,1965-03-16,"Memantine, Loratadine",8,2676166.68,2056860,3.0,4,4
1529,Lê Tâm Như,73,0945817661,Huyện Nhà Bè,Xã Phước Lộc,2 Liên Ấp 3-4,le_tam_nhu_27111951@gmail.com,1951-11-27,Oxycodone,6,3295293.69,2233256,3.4,2,2
1530,Nguyễn Linh Lan,55,0971517211,Quận 7,Tân Hưng,88 Hoàng Quốc Việt,nguyen_linh_lan_10111969@gmail.com,1969-11-10,"Quetiapine, Levothyroxine, Doxycycline, Gabapentin",3,1336330.58,883630,4.6,1,1
1531,Bùi Hà Đức,68,0996626306,Huyện Nhà Bè,Xã Phú Xuân,67 Long Thới,bui_ha_duc_18021956@gmail.com,1956-02-18,"Propranolol, Trazodone",2,72322.89,56522,4.3,1,0
1532,Lê Tú Lan,35,0966586172,Huyện Nhà Bè,Xã Phước Kiển,47 Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I,le_tu_lan_27041989@gmail.com,1989-04-27,"Methadone, Miconazole, Omeprazole, Sodium chloride",5,4282423.97,2624961,4.1,5,5
1533,Ngô An Đức,50,0968624574,Huyện Nhà Bè,Xã Phú Xuân,16 Đặng Nhữ Lâm,ngo_an_duc_22011974@gmail.com,1974-01-22,"Methadone, Metoprolol, Lisinopril",12,1459306.22,1014785,4.1,2,2
1534,Đỗ Ngọc Thị,41,0902887822,Quận 7,Tân Thuận Tây,72 Gò Ô Môi,do_ngoc_thi_28101983@gmail.com,1983-10-28,"Memantine, Prednisone, Acyclovir, Sildenafil",7,841327.73,591919,4.9,1,1
1535,Phạm Quang Như,70,0929530621,Quận 7,Phú Mỹ,30 Nguyễn Văn Tiết,pham_quang_nhu_08081954@gmail.com,1954-08-08,Losartan,1,87684.84,61859,4.7,1,0
1536,Bùi Tú Lan,41,0999150588,Huyện Nhà Bè,Xã Phú Xuân,91 Dương Cát Lợi,bui_tu_lan_09031983@gmail.com,1983-03-09,"Clindamycin, Prednisone, Ziprasidone, Amphetamine",10,2172258.69,1582633,3.5,3,3
1537,Lê Tâm Như,63,0986476378,Huyện Nhà Bè,Xã Long Thới,26 Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I,le_tam_nhu_06021961@gmail.com,1961-02-06,"Telmisartan, Levothyroxine, Trazodone, Dexamethasone",5,4388153.14,2756779,4.7,2,2
1538,Trần Hà Ngọc,46,0917761688,Huyện Nhà Bè,Xã Phú Xuân,39 Liên Ấp 3-4,tran_ha_ngoc_13091978@gmail.com,1978-09-13,Fluconazole,2,940502.63,617370,4.0,1,1
1539,Lê Thành Đức,30,0972428247,Quận 7,Tân Kiểng,73 Bertrand Russell,le_thanh_duc_05081994@gmail.com,1994-08-05,Nitroglycerin,2,4141260.12,2660718,4.5,5,5
1540,Đỗ Đức Mai,29,0991849059,Quận 7,Phú Thuận,86 Hoàng Văn Thái,do_duc_mai_09091995@gmail.com,1995-09-09,"Sodium chloride, Telmisartan, Ibuprofen",12,1343751.42,946665,4.3,1,1
1541,Lê Minh Lan,44,0979212151,Quận 7,Phú Mỹ,50 Nguyễn Văn Quỳ,le_minh_lan_22021980@gmail.com,1980-02-22,"Citalopram, Amphetamine",4,228599.92,174357,3.5,1,0
1542,Đỗ Ngọc Như,28,0921078125,Quận 7,Phú Thuận,39 Phan Huy Thực,do_ngoc_nhu_15031996@gmail.com,1996-03-15,"Dexamethasone, Lisinopril, Diclofenac, Gabapentin",8,571302.01,354600,3.4,1,0
1543,Đỗ Thị Thị,24,0912980608,Huyện Nhà Bè,Xã Phú Xuân,90 Khu Trung Tâm Huyện,do_thi_thi_28092000@gmail.com,2000-09-28,"Albuterol, Atomoxetine",5,2563757.1,1911735,4.9,3,3
1544,Đỗ Thị Mai,64,0966867533,Huyện Nhà Bè,Xã Hiệp Phước,4 Nguyễn Bình,do_thi_mai_29061960@gmail.com,1960-06-29,"Thuốc đau dạ dày, Methylphenidate",6,3848588.09,2369552,3.1,2,2
1545,Nguyễn Thành Đức,57,0977488531,Huyện Nhà Bè,Xã Long Thới,20 Phú Xuân,nguyen_thanh_duc_09071967@gmail.com,1967-07-09,"Rifampin, Aspirin",11,3294031.1,2089045,3.1,4,4
1546,Trần Đức An,70,0948908125,Quận 7,Tân Thuận Tây,94 Nguyễn Văn Tiết,tran_duc_an_04011955@gmail.com,1955-01-04,"Aspirin, Hydrochlorothiazide",5,692886.61,470534,4.8,1,0
1547,Vũ Vĩ An,39,0966873490,Quận 7,Tân Hưng,8 Đào Trí Nối dài,vu_vi_an_09061985@gmail.com,1985-06-09,"Atorvastatin, Quetiapine, Ibuprofen, Metronidazole",8,1605210.58,1007866,4.2,2,2
1548,Bùi Minh Mai,49,0981860965,Huyện Nhà Bè,Xã Nhơn Đức,65 Bà Cả,bui_minh_mai_19101975@gmail.com,1975-10-19,"Levothyroxine, Venlafaxine, Tramadol",9,2664453.81,1652898,3.6,3,3
1549,Bùi Hà Mai,63,0974801939,Quận 7,Tân Phú,30 Huỳnh Tấn Phát,bui_ha_mai_12091961@gmail.com,1961-09-12,"Esomeprazole, Rifampin, Meloxicam",7,3705453.85,2362982,4.9,2,2
1550,Lê Thành Đức,27,0925477069,Huyện Nhà Bè,Xã Phước Lộc,3 Nhơn Đức,le_thanh_duc_08091997@gmail.com,1997-09-08,"Hydroxychloroquine, Metformin",7,1703654.67,1272427,4.1,2,2
1551,Nguyễn Bảo Hải,70,0944832465,Quận 7,Tân Quy,89 Rạch Dơ,nguyen_bao_hai_12101954@gmail.com,1954-10-12,"Levofloxacin, Meloxicam",4,2319122.9,1833458,3.5,1,1
1552,Ngô Tú Đức,80,0953508013,Huyện Nhà Bè,Xã Phú Xuân,26 Nguyễn Hữu Thọ,ngo_tu_duc_18111944@gmail.com,1944-11-18,Nitroglycerin,2,3074533.71,2002787,3.2,2,2
1553,Lê Thành Đức,50,0999369473,Quận 7,Tân Hưng,39 Đặng Đức Thuật,le_thanh_duc_11031974@gmail.com,1974-03-11,"Finasteride, Levothyroxine, Bacitracin",4,600087.96,395356,3.4,1,0
1554,Bùi Bích Như,37,0904759320,Quận 7,Tân Kiểng,47 Cầu Tân Thuận 22,bui_bich_nhu_01041987@gmail.com,1987-04-01,"Atomoxetine, Hydrocodone, Aspirin",5,2243557.51,1454862,4.0,2,2
1555,Vũ An Ngọc,38,0925117645,Huyện Nhà Bè,Xã Long Thới,72 Long Thới,vu_an_ngoc_21041986@gmail.com,1986-04-21,Vitamin C,9,3538040.85,2197318,3.3,4,4
1556,Nguyễn Hải Hải,72,0917962903,Huyện Nhà Bè,Xã Hiệp Phước,35 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,nguyen_hai_hai_19121952@gmail.com,1952-12-19,"Isotretinoin, Hydroxychloroquine, Nitroglycerin",9,1857677.55,1478361,3.1,1,1
1557,Đỗ Phúc Quang,20,0944930640,Huyện Nhà Bè,Xã Nhơn Đức,79 Liên Ấp 2-3,do_phuc_quang_30092004@gmail.com,2004-09-30,"Acetaminophen, Galantamine, Fexofenadine",6,3887789.07,2548806,4.2,5,5
1558,Vũ Tú Văn,57,0972136300,Quận 7,Phú Mỹ,49 Đường D232,vu_tu_van_27011967@gmail.com,1967-01-27,"Hydrocodone, Omeprazole, Doxycycline",3,3216065.93,2447152,3.8,4,4
1559,Phạm Mai Mai,25,0963818071,Huyện Nhà Bè,Xã Hiệp Phước,60 Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I,pham_mai_mai_04101999@gmail.com,1999-10-04,"Warfarin, Thuốc đau dạ dày",2,4462390.6,2752714,3.1,5,5
1560,Trần Đức An,68,0996664028,Huyện Nhà Bè,Xã Hiệp Phước,9 Nhơn Đức,tran_duc_an_30051956@gmail.com,1956-05-30,"Lisinopril, Hydrocodone",1,3164439.62,2134515,3.8,2,2
1561,Nguyễn Hà Hải,32,0964204963,Huyện Nhà Bè,Xã Nhơn Đức,82 Nguyễn Bình,nguyen_ha_hai_05041992@gmail.com,1992-04-05,Fentanyl,7,1687291.27,1050745,4.2,2,2
1562,Hồ Thị Ngọc,60,0998319133,Quận 7,Tân Phú,73 Khu Mỹ Kim,ho_thi_ngoc_28071964@gmail.com,1964-07-28,"Tramadol, Isotretinoin, Lisinopril, Methadone",5,335074.24,228301,3.1,1,0
1563,Hồ Vĩ Ngọc,67,0955676449,Quận 7,Tân Phú,72 Nguyễn Lương Bằng,ho_vi_ngoc_17111957@gmail.com,1957-11-17,"Warfarin, Aspirin, Tretinoin",3,1273202.23,983723,4.1,1,0
1564,Ngô Quang Thị,49,0997395692,Huyện Nhà Bè,Xã Hiệp Phước,89 Chánh Hưng Nối Dài,ngo_quang_thi_09051975@gmail.com,1975-05-09,"Celecoxib, Fluconazole",3,161037.62,110141,3.2,1,0
1565,Hồ Vĩ Ngọc,35,0921389338,Huyện Nhà Bè,Xã Phước Lộc,5 Đặng Nhữ Lâm,ho_vi_ngoc_21071989@gmail.com,1989-07-21,"Amoxicillin, Amoxicillin",1,1438052.13,975457,3.5,1,1
1566,Vũ Bích Hải,75,0962916967,Quận 7,Tân Hưng,61 Hoàng Quốc Việt,vu_bich_hai_25051949@gmail.com,1949-05-25,"Aspirin, Acyclovir, Citalopram",8,1269120.38,977813,3.9,1,0
1567,Lê Thành Mai,24,0986793135,Huyện Nhà Bè,Xã Nhơn Đức,48 Nhơn Đức,le_thanh_mai_05072000@gmail.com,2000-07-05,"Acyclovir, Prednisone",6,4264265.66,2858953,4.4,5,5
1568,Ngô Đức Mai,77,0945776213,Quận 7,Bình Thuận,82 Nguyễn Phan Chánh,ngo_duc_mai_23121947@gmail.com,1947-12-23,"Acetaminophen, Lisinopril, Ibuprofen, Fentanyl",7,754738.53,575579,4.3,1,0
1569,Đỗ Ngọc Như,35,0985763352,Huyện Nhà Bè,Xã Hiệp Phước,35 Lê Văn Lương,do_ngoc_nhu_08121989@gmail.com,1989-12-08,"Metformin, Nitroglycerin, Lansoprazole",12,3790613.14,2974749,3.5,5,5
1570,Nguyễn Bích Lan,30,0948215426,Huyện Nhà Bè,Xã Long Thới,33 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,nguyen_bich_lan_01041994@gmail.com,1994-04-01,Bupropion,11,4192619.8,2617974,4.9,5,5
1571,Đỗ Ngọc Thị,21,0965218253,Quận 7,Tân Quy,62 Nguyễn Văn Quỳ,do_ngoc_thi_19112003@gmail.com,2003-11-19,"Ketorolac, Finasteride, Lisinopril",3,1520276.75,1169538,3.6,2,2
1572,Ngô Khánh Hải,76,0942739207,Quận 7,Tân Thuận Đông,51 Đường D232,ngo_khanh_hai_19101948@gmail.com,1948-10-19,"Azithromycin, Sertraline",9,1782979.1,1156519,4.9,1,1
1573,Trần Mai Mai,53,0952968682,Quận 7,Bình Thuận,24 Bùi Bằng Đoàn,tran_mai_mai_20031971@gmail.com,1971-03-20,"Sildenafil, Ramipril",2,1412324.72,1105258,4.5,2,2
1574,Lê Tâm Mai,29,0921417037,Quận 7,Tân Thuận Đông,59 Đường D232,le_tam_mai_13041995@gmail.com,1995-04-13,"Albuterol, Loratadine, Prednisone",7,1691138.16,1264428,4.7,2,2
1575,Hoàng Mai Ngọc,78,0929131642,Quận 7,Tân Phong,41 Ô Đốc Tuyết,hoang_mai_ngoc_26111946@gmail.com,1946-11-26,"Vitamin D, Benzoyl peroxide, Memantine",5,959567.29,649268,3.5,1,0
1576,Lê Tâm Mai,43,0952094515,Huyện Nhà Bè,Xã Hiệp Phước,81 Đào Tông Nguyên,le_tam_mai_20021981@gmail.com,1981-02-20,"Acetaminophen, Simvastatin",10,2008176.4,1570083,3.8,3,3
1577,Hoàng Ngọc Quang,63,0975435055,Huyện Nhà Bè,Xã Hiệp Phước,28 Phan Văn Bảy,hoang_ngoc_quang_05121961@gmail.com,1961-12-05,Azithromycin,4,3772759.01,2787428,4.7,2,2
1578,Hồ Minh Ngọc,67,0937629303,Huyện Nhà Bè,Xã Long Thới,47 Liên Ấp 3-4,ho_minh_ngoc_15121957@gmail.com,1957-12-15,"Silver sulfadiazine, Aripiprazole",11,3576412.45,2598437,3.6,2,2
1579,Nguyễn Vĩ Đức,39,0916310120,Quận 7,Phú Mỹ,47 Đường D232,nguyen_vi_duc_24031985@gmail.com,1985-03-24,"Metoprolol, Sildenafil",8,2190009.49,1745877,4.0,3,3
1580,Phạm Đức Hải,59,0991384863,Huyện Nhà Bè,Xã Phước Lộc,50 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,pham_duc_hai_26061965@gmail.com,1965-06-26,Oxycodone,4,2762354.64,1685224,4.7,3,3
1581,Bùi Vĩ Hải,27,0958528833,Quận 7,Phú Mỹ,72 Hoàng Quốc Việt,bui_vi_hai_24031997@gmail.com,1997-03-24,Clindamycin,4,2791292.51,1832016,3.2,3,3
1582,Trần An Lan,33,0906202157,Quận 7,Bình Thuận,24 Chuyên Dùng,tran_an_lan_28071991@gmail.com,1991-07-28,"Lithium, Levothyroxine",9,268875.59,192578,3.1,1,0
1583,Lê Tâm Như,52,0917741437,Quận 7,Tân Phú,9 Chuyên Dùng,le_tam_nhu_01091972@gmail.com,1972-09-01,Dexamethasone,5,4022576.47,2821972,4.7,5,5
1584,Hồ Hà Lan,42,0998562365,Huyện Nhà Bè,Xã Hiệp Phước,27 Long Thới - Nhơn Đức,ho_ha_lan_26071982@gmail.com,1982-07-26,Paracetamol,10,4013202.45,2828232,4.1,5,5
1585,Đỗ Ngọc Thị,61,0945108140,Huyện Nhà Bè,Xã Nhơn Đức,8 Vạn Phát Hưng,do_ngoc_thi_03071963@gmail.com,1963-07-03,"Omeprazole, Cảm cúm, Fexofenadine, Rifampin",9,2561817.64,1632975,3.2,1,1
